distortion,level,model,class_name,map_50_95,ap_50,precision_50,recall_50,mean_matched_iou_50,gt_count,prediction_count
GaussNoise,5.0,fine_tuned,truck,0.21490758440919433,0.2795188216427335,0.016927083333333332,0.5652173913043478,0.7901354744299425,23.0,768.0
GaussNoise,10.0,pretrained,person,0.16768264706986208,0.3153732532461573,0.061673306772908366,0.5412587412587413,0.718002108796254,715.0,6275.0
GaussNoise,10.0,pretrained,bicycle,0.08257865948622012,0.16067638203704915,0.047164811870694226,0.32014388489208634,0.6989950416149592,278.0,1887.0
GaussNoise,10.0,pretrained,car,0.3117619861525868,0.5100584448542488,0.0820285908781484,0.6358839050131926,0.7592991415131355,1137.0,8814.0
GaussNoise,10.0,pretrained,motorcycle,0.029953259124682784,0.09240129758317446,0.05426356589147287,0.1891891891891892,0.7135167812343299,37.0,129.0
GaussNoise,10.0,pretrained,bus,0.3393240113485033,0.43904425530272323,0.03225806451612903,0.5714285714285714,0.8318768770930624,21.0,372.0
GaussNoise,10.0,pretrained,train,0.02244224422442244,0.1122112211221122,0.011111111111111112,0.3333333333333333,0.5736222995063476,3.0,90.0
GaussNoise,10.0,pretrained,truck,0.1711968322622493,0.2211322793439975,0.02127659574468085,0.5652173913043478,0.7652784740685171,23.0,611.0
GaussNoise,10.0,fine_tuned,person,0.19503877813779769,0.3774636556115238,0.024676375404530743,0.5972027972027972,0.7170361873490319,715.0,17304.0
GaussNoise,10.0,fine_tuned,bicycle,0.1078348175218717,0.2338264563054832,0.03964632059326868,0.5,0.6643355388741594,278.0,3506.0
GaussNoise,10.0,fine_tuned,car,0.3639992043182618,0.5831528592132457,0.08444772033273665,0.7053649956024626,0.7680568106645038,1137.0,9497.0
GaussNoise,10.0,fine_tuned,motorcycle,0.03902964259666909,0.08467337429068496,0.046610169491525424,0.2972972972972973,0.7138913082760664,37.0,236.0
GaussNoise,10.0,fine_tuned,bus,0.2853672323754114,0.3474303952134344,0.10714285714285714,0.42857142857142855,0.8828834648818564,21.0,84.0
GaussNoise,10.0,fine_tuned,train,0.0039603960396039604,0.019801980198019802,0.008695652173913044,0.3333333333333333,0.5768460923831227,3.0,115.0
GaussNoise,10.0,fine_tuned,truck,0.21213757505196348,0.2749006673187921,0.014580801944106925,0.5217391304347826,0.7828352020679965,23.0,823.0
GaussNoise,20.0,pretrained,person,0.13467372595574117,0.2697478203718227,0.05653710247349823,0.4699300699300699,0.7086388791887044,715.0,5943.0
GaussNoise,20.0,pretrained,bicycle,0.06935796452096805,0.12432097100588248,0.04168759417378202,0.29856115107913667,0.6957597542761867,278.0,1991.0
GaussNoise,20.0,pretrained,car,0.28597999687312364,0.4670222017509678,0.06392440244580322,0.6068601583113457,0.7514727453091801,1137.0,10794.0
GaussNoise,20.0,pretrained,motorcycle,0.04693405581462412,0.11857650630472867,0.08333333333333333,0.2972972972972973,0.6313178650077925,37.0,132.0
GaussNoise,20.0,pretrained,bus,0.20693547615631128,0.2541493279762759,0.029166666666666667,0.3333333333333333,0.8258905047677866,21.0,240.0
