distortion,level,class_id,class_name,iou,class_accuracy,gt_pixels,pred_pixels
MotionBlur,3.0,7,traffic sign,0.5178711270383421,0.5951504001294128,1656714,1233217
MotionBlur,3.0,8,vegetation,0.864947260854091,0.9426742579929683,37874102,39106432
MotionBlur,3.0,9,terrain,0.5040014267238292,0.6066409188097391,1774905,1438188
MotionBlur,3.0,10,sky,0.9193893893134812,0.9502052512048728,7910794,7782030
MotionBlur,3.0,11,person,0.5673142556713152,0.7219972526618957,3186357,3169328
MotionBlur,3.0,12,rider,0.2145567746320877,0.27192273135669365,378420,204079
MotionBlur,3.0,13,car,0.8748286947681367,0.9410024747861185,13170027,13389235
MotionBlur,3.0,14,truck,0.7883087643604363,0.8500765627866778,866609,804587
MotionBlur,3.0,15,bus,0.6024297155607671,0.662507511831134,638992,487061
MotionBlur,3.0,16,train,0.255884803500671,0.633944187952035,63463,133996
MotionBlur,3.0,17,motorcycle,0.3755535754658013,0.42543137215515336,199132,111164
MotionBlur,3.0,18,bicycle,0.542060667247553,0.6858108497489771,1474965,1402696
MotionBlur,5.0,0,road,0.9577305163112719,0.9777184545250389,83055684,82938456
MotionBlur,5.0,1,sidewalk,0.7097195572931208,0.7888114544505089,13341609,12010817
MotionBlur,5.0,2,building,0.8662256446054664,0.9447223136893119,54242339,56159345
MotionBlur,5.0,3,wall,0.3259084558648219,0.4722267886824849,1259181,1159935
MotionBlur,5.0,4,fence,0.37777932690865146,0.5764610140364478,2904866,3202269
MotionBlur,5.0,5,pole,0.29815489151680563,0.4060651012048628,3268173,2509930
MotionBlur,5.0,6,traffic light,0.3935043840657162,0.44126420861982774,488084,274613
MotionBlur,5.0,7,traffic sign,0.5156581063606133,0.5865731804041011,1656714,1199621
MotionBlur,5.0,8,vegetation,0.8616807968676998,0.9420703888900125,37874102,39213494
MotionBlur,5.0,9,terrain,0.5019081143594041,0.6034655375921528,1774905,1430233
MotionBlur,5.0,10,sky,0.9160531432694341,0.9480373272265717,7910794,7775935
MotionBlur,5.0,11,person,0.5651153010185556,0.7223870394936914,3186357,3188547
MotionBlur,5.0,12,rider,0.22356548167514556,0.28788383277839436,378420,217810
MotionBlur,5.0,13,car,0.8715838357698255,0.9421047504306559,13170027,13473148
MotionBlur,5.0,14,truck,0.7875240418996142,0.8514058820067643,866609,808133
MotionBlur,5.0,15,bus,0.6039889175597434,0.6956252973433157,638992,541446
MotionBlur,5.0,16,train,0.27223517991722057,0.6363550415202559,63463,125268
MotionBlur,5.0,17,motorcycle,0.36480249672701304,0.4155936765562541,199132,110483
MotionBlur,5.0,18,bicycle,0.5350821138561189,0.6829511208740546,1474965,1414933
MotionBlur,9.0,0,road,0.9554794220555183,0.9770826160434727,83055684,83030137
MotionBlur,9.0,1,sidewalk,0.6945914571840064,0.7752067235668502,13341609,11890951
MotionBlur,9.0,2,building,0.8620709215513839,0.9402689843444989,54242339,55922687
MotionBlur,9.0,3,wall,0.31522851041110517,0.46889446394124434,1259181,1204242
MotionBlur,9.0,4,fence,0.35583891546086677,0.547901693227846,2904866,3159472
MotionBlur,9.0,5,pole,0.2892662094789576,0.39587959388930755,3268173,2498337
MotionBlur,9.0,6,traffic light,0.37781724778664333,0.42492480802484817,488084,268255
